               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.026953,            0.050578,                   0,             0.90113,             0.87903,             0.94771,             0.64083,            0.024272,            0.059728,                   0,            0.005116,            0.005116,            0.005116
                 150,              0.0265,            0.053909,                   0,             0.88293,             0.89469,             0.94808,             0.64332,            0.023985,            0.060088,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.027951,            0.052695,                   0,             0.89916,             0.89514,             0.95553,             0.64593,            0.023075,            0.055033,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.027595,            0.053281,                   0,              0.8953,             0.88723,              0.9503,             0.64918,            0.023614,            0.058201,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.027057,            0.051749,                   0,             0.91189,             0.87007,             0.95007,             0.64543,             0.02375,             0.06045,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.027923,            0.050436,                   0,              0.8893,             0.90126,             0.95276,             0.64459,            0.023561,             0.05611,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.026645,            0.051428,                   0,             0.91391,             0.87361,             0.95231,             0.64022,             0.02407,            0.057874,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.027328,            0.052292,                   0,             0.90132,             0.89496,             0.95557,              0.6455,            0.023518,            0.056417,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.027719,            0.051648,                   0,             0.90299,             0.88049,             0.95127,             0.63929,            0.024134,            0.058747,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.02702,            0.051599,                   0,             0.88715,             0.89458,             0.94688,             0.62642,            0.025446,            0.062911,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.027068,            0.051596,                   0,             0.89981,             0.90099,             0.95666,              0.6558,            0.023212,            0.055074,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.027334,            0.050316,                   0,             0.91583,             0.88443,             0.95656,             0.64803,            0.023603,             0.05422,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.026266,            0.051353,                   0,             0.89394,             0.90407,             0.95519,             0.65095,            0.023671,            0.055304,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.027032,            0.050973,                   0,             0.89315,             0.88879,             0.94804,             0.64264,            0.023548,            0.059696,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.026106,             0.05064,                   0,             0.90674,             0.89001,             0.95337,             0.64937,            0.023156,            0.056229,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.027003,            0.052568,                   0,             0.91519,             0.88502,             0.95457,             0.65314,            0.023026,            0.056139,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.026827,            0.050587,                   0,             0.90537,             0.88591,             0.95054,             0.64172,            0.024179,            0.059319,                   0,            0.004588,            0.004588,            0.004588
                 166,             0.02644,            0.049321,                   0,             0.89367,             0.89977,              0.9552,             0.65307,            0.022627,            0.056013,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.025955,             0.05145,                   0,             0.90902,             0.88532,             0.95493,             0.65044,            0.023524,            0.056681,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.02695,            0.053386,                   0,             0.89332,             0.87809,             0.94491,              0.6413,            0.023549,            0.058057,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.026821,            0.052165,                   0,             0.89458,             0.88237,              0.9445,             0.63844,            0.024159,            0.058744,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.027493,            0.051953,                   0,             0.90081,             0.89865,             0.95561,             0.64167,            0.024259,            0.057517,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.026425,            0.050349,                   0,             0.90827,             0.89484,             0.95626,             0.64889,            0.023748,             0.05578,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.026262,            0.050963,                   0,             0.90592,             0.88703,             0.95077,             0.65567,            0.022744,            0.056794,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.026984,            0.051003,                   0,             0.89662,             0.90744,             0.95561,             0.64861,            0.023461,             0.05601,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.026747,             0.05194,                   0,             0.89436,             0.89514,               0.952,             0.64382,             0.02399,            0.059474,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.026539,             0.05053,                   0,             0.89335,             0.89133,             0.94839,             0.64536,            0.024207,            0.058967,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.027029,            0.052583,                   0,             0.90496,             0.88474,             0.95175,             0.65024,             0.02311,            0.057039,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.026472,            0.051161,                   0,             0.89299,             0.89367,             0.95089,             0.64465,            0.023608,            0.058465,                   0,            0.004192,            0.004192,            0.004192
                 178,             0.02598,            0.051134,                   0,             0.90637,              0.8903,             0.95394,             0.65111,            0.023692,            0.055981,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.026169,            0.050091,                   0,             0.89994,             0.89792,             0.95433,             0.65264,            0.023263,            0.056103,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.026777,            0.050579,                   0,             0.89691,             0.89236,             0.95237,             0.64819,            0.023281,            0.057708,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.027614,            0.050441,                   0,             0.88707,             0.90081,               0.952,             0.64885,            0.023128,            0.056418,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.026258,            0.051578,                   0,              0.9098,             0.89279,             0.95675,             0.65361,            0.022638,            0.054414,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.026418,            0.050844,                   0,             0.90597,             0.88049,             0.94959,             0.65029,            0.023771,            0.057816,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.026388,            0.049812,                   0,             0.89427,             0.88693,             0.94846,              0.6418,            0.024183,            0.057259,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.026041,            0.050036,                   0,              0.9055,             0.88957,             0.95487,             0.65451,            0.023159,            0.055722,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.026742,            0.049875,                   0,             0.89875,             0.87434,             0.94483,             0.64451,            0.023961,            0.059945,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.02568,            0.049609,                   0,             0.90643,             0.88049,             0.95166,             0.65298,            0.023235,            0.056413,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.026156,             0.05058,                   0,             0.89474,             0.87156,             0.93927,             0.62947,            0.025255,            0.061987,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.026446,              0.0504,                   0,             0.90533,             0.86321,             0.94052,             0.63613,            0.024402,            0.058859,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.026648,            0.049085,                   0,             0.89644,             0.90007,             0.95467,             0.64902,            0.023406,            0.055845,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.026433,            0.050868,                   0,             0.91233,             0.88852,             0.95614,             0.65962,            0.022632,            0.054953,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.025837,            0.048379,                   0,             0.91154,             0.88811,             0.95675,             0.65565,            0.022926,             0.05557,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.025208,            0.048478,                   0,             0.90781,             0.90158,             0.95842,             0.65558,            0.022906,             0.05483,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.025246,            0.050576,                   0,             0.90362,              0.8925,             0.95637,             0.65529,            0.022775,            0.054578,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.025768,            0.048889,                   0,              0.9092,             0.89311,             0.95891,             0.65818,            0.022733,            0.054352,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.026577,            0.048869,                   0,             0.90612,             0.88855,             0.95411,             0.65286,            0.023169,            0.057501,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.025842,            0.049982,                   0,             0.89809,             0.89572,             0.95461,             0.65226,            0.023038,            0.056309,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.025906,            0.050199,                   0,             0.91661,             0.86731,             0.95036,             0.64416,            0.023305,            0.056322,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.026654,            0.049842,                   0,             0.90274,             0.88631,             0.95168,             0.65178,            0.023357,            0.058095,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.025709,            0.048273,                   0,             0.90737,             0.89382,             0.95638,             0.65626,            0.023102,             0.05531,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.025618,            0.048606,                   0,             0.91204,             0.88081,             0.95296,             0.65687,            0.022904,            0.056124,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.026593,            0.049481,                   0,              0.8955,             0.89441,             0.95083,             0.65203,            0.022992,            0.056948,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.025715,            0.049015,                   0,              0.8961,             0.89686,               0.952,             0.65233,            0.023223,            0.057218,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.025491,            0.047669,                   0,             0.89183,             0.90275,             0.95338,             0.65445,            0.023336,            0.056352,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.025842,            0.049304,                   0,             0.89812,             0.89763,              0.9523,             0.65303,            0.023669,            0.057046,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.026463,            0.049612,                   0,             0.89832,             0.88796,             0.94887,             0.64412,            0.024259,            0.058821,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.025816,            0.050344,                   0,             0.89765,             0.87472,             0.94041,             0.64003,            0.024632,            0.062072,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.025825,            0.047218,                   0,             0.88615,             0.88913,             0.94144,             0.63913,            0.024568,            0.063299,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.025456,            0.048926,                   0,             0.89939,             0.89192,             0.95169,             0.64283,            0.024516,            0.059325,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.025524,            0.049603,                   0,              0.8871,             0.90554,             0.95175,             0.65293,            0.023673,            0.059008,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.025679,            0.047887,                   0,             0.89906,             0.87399,             0.94587,             0.63984,            0.024213,            0.059026,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.025178,            0.049204,                   0,             0.90122,             0.88093,             0.94867,              0.6458,            0.023922,            0.059113,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.025743,            0.048582,                   0,              0.8968,             0.90378,             0.95524,             0.65633,            0.022947,            0.053982,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.025225,            0.046906,                   0,             0.88562,             0.91271,              0.9553,             0.65289,            0.023256,            0.055129,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.025405,            0.047503,                   0,             0.89212,              0.9023,             0.95507,             0.65559,            0.022822,            0.056261,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.025128,            0.047395,                   0,              0.8965,             0.89308,             0.95088,             0.65673,            0.022916,            0.055725,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.025683,            0.048325,                   0,             0.89424,             0.89284,             0.95031,             0.65241,            0.023231,            0.056172,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.025382,            0.049642,                   0,             0.91311,             0.88034,             0.95257,             0.65609,            0.022948,            0.056093,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.025581,            0.048315,                   0,               0.893,             0.89347,             0.94774,             0.64774,            0.024111,            0.059043,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.025728,            0.049129,                   0,             0.89672,             0.90876,             0.95887,              0.6502,            0.023323,            0.053963,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.025033,            0.048232,                   0,             0.90035,             0.90012,             0.95679,             0.65779,            0.023075,            0.055659,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.024612,            0.049366,                   0,             0.90349,             0.88738,             0.95261,             0.64343,            0.024228,            0.060001,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.025223,            0.046563,                   0,             0.89613,             0.90466,             0.95551,             0.65555,            0.023426,            0.056531,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.025115,            0.048625,                   0,             0.90697,             0.89938,             0.95657,             0.65161,            0.023876,            0.056104,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.024913,            0.047596,                   0,              0.8997,             0.89205,             0.95202,             0.65511,            0.023269,            0.057845,                   0,            0.002608,            0.002608,            0.002608
                 226,             0.02483,            0.049529,                   0,             0.90155,             0.88606,             0.94868,             0.64866,            0.023674,            0.058037,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.025183,            0.046772,                   0,             0.89892,             0.88692,             0.94727,             0.64909,            0.023679,            0.060735,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.025192,            0.048457,                   0,             0.88902,             0.89177,             0.94606,             0.64905,            0.023485,            0.058986,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.025113,            0.047532,                   0,             0.89725,             0.88368,             0.94521,             0.64459,            0.023984,            0.062266,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.025431,            0.047496,                   0,             0.90548,             0.89221,             0.95232,             0.65082,             0.02389,            0.060772,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.025624,            0.049506,                   0,             0.89606,             0.89558,             0.95057,             0.64664,            0.024033,            0.059783,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.025096,            0.047442,                   0,             0.89246,             0.88503,             0.94379,             0.64288,            0.023873,            0.059878,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.025109,             0.04828,                   0,             0.89551,             0.89572,             0.95097,             0.65197,            0.023408,            0.058068,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.025257,             0.04801,                   0,             0.89808,             0.89704,              0.9527,             0.65547,            0.023265,            0.056487,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.025117,            0.046967,                   0,             0.89972,             0.89616,             0.95224,              0.6531,            0.023321,            0.057139,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.024819,            0.048778,                   0,             0.90643,             0.89376,             0.95372,             0.65586,            0.023125,            0.055762,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.025232,            0.047771,                   0,             0.89457,              0.8969,              0.9501,             0.64996,            0.023859,            0.060352,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.024695,            0.047633,                   0,             0.91477,             0.89045,              0.9548,             0.65709,            0.023084,            0.055641,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.024142,             0.04721,                   0,             0.89532,             0.91169,              0.9563,             0.65871,            0.023042,            0.055174,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.025225,            0.048127,                   0,             0.90342,             0.90158,             0.95521,             0.65602,            0.023036,            0.056418,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.025379,            0.046411,                   0,             0.89201,             0.90612,             0.95431,             0.65438,            0.023221,             0.05796,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.025378,            0.047178,                   0,             0.89203,             0.90407,              0.9528,             0.65218,            0.023575,            0.057367,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.024459,            0.046188,                   0,             0.89498,             0.89001,             0.94818,             0.64314,            0.024201,            0.059139,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.025031,            0.048389,                   0,             0.87757,             0.91169,             0.95192,             0.65327,             0.02299,             0.05697,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.024689,            0.047254,                   0,             0.90194,             0.89616,             0.95427,             0.66164,            0.022587,            0.055788,                   0,            0.001948,            0.001948,            0.001948
                 246,              0.0249,            0.047106,                   0,             0.90127,             0.89924,             0.95436,             0.66363,            0.022404,             0.05542,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.024538,            0.045297,                   0,             0.90356,             0.88855,             0.95213,             0.65267,            0.023633,            0.057577,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.025099,             0.04559,                   0,             0.88561,              0.9116,              0.9544,             0.65415,            0.023574,            0.057194,                   0,            0.001849,            0.001849,            0.001849
                 249,             0.02479,            0.047285,                   0,             0.89949,             0.90319,             0.95508,             0.66064,             0.02281,            0.054397,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.024238,            0.046538,                   0,             0.89542,             0.90217,             0.95408,             0.65919,            0.022972,            0.056011,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.024862,            0.047799,                   0,             0.91257,             0.88505,             0.95344,             0.65542,            0.022929,            0.056184,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.024865,            0.047478,                   0,             0.89078,             0.90231,             0.95222,             0.65396,            0.023196,            0.057097,                   0,            0.001717,            0.001717,            0.001717
                 253,             0.02486,            0.047711,                   0,              0.8903,             0.89455,              0.9494,             0.65602,            0.023087,            0.057143,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.024644,            0.046201,                   0,             0.89473,             0.89294,             0.94861,             0.65359,            0.023346,            0.059753,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.025904,            0.047177,                   0,             0.89558,             0.89865,              0.9491,             0.64955,             0.02343,            0.058084,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.025012,            0.045439,                   0,             0.90552,             0.88294,             0.94999,             0.65103,            0.023282,            0.058241,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.024079,            0.046548,                   0,             0.90007,             0.88796,             0.94916,             0.65255,            0.023437,            0.058538,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.024686,            0.046105,                   0,             0.90037,             0.88541,             0.94848,             0.65336,            0.023235,            0.059885,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.024253,            0.046612,                   0,             0.89123,             0.89645,             0.95123,             0.65856,            0.022998,            0.058799,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.024273,            0.046673,                   0,             0.88183,             0.90927,             0.95153,             0.66258,             0.02258,            0.056022,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.024208,            0.045431,                   0,             0.89049,             0.90012,             0.95086,             0.65681,            0.022978,            0.057601,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.023987,            0.044864,                   0,             0.89251,             0.89558,             0.94967,             0.65109,            0.023509,            0.060021,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.024488,            0.045875,                   0,             0.89517,             0.90045,             0.95282,             0.65384,            0.023379,            0.057361,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.024225,            0.047774,                   0,             0.90149,             0.89309,             0.94992,             0.65415,            0.023407,            0.059909,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.025036,            0.045542,                   0,             0.89831,             0.89016,             0.94834,             0.65382,            0.023669,            0.060481,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.024365,             0.04515,                   0,             0.88039,             0.90041,             0.94447,              0.6486,            0.024161,            0.061823,                   0,            0.001255,            0.001255,            0.001255
                 267,             0.02451,              0.0464,                   0,             0.88309,              0.9051,             0.94941,             0.65453,            0.023266,            0.058208,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.024868,            0.047822,                   0,             0.89784,             0.87786,             0.94444,             0.64705,            0.023847,            0.060066,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.024152,             0.04644,                   0,             0.90468,             0.88401,             0.94786,             0.64893,            0.023902,            0.058864,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.025079,            0.045081,                   0,             0.89843,             0.88635,             0.94721,             0.65022,            0.023853,            0.060778,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.024592,            0.044609,                   0,             0.90039,             0.89441,             0.95226,             0.65366,            0.023338,            0.057599,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.023772,            0.046339,                   0,             0.91146,             0.89133,             0.95527,             0.65662,            0.023073,            0.056219,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.025157,            0.045325,                   0,             0.89339,             0.90466,             0.95404,             0.65415,            0.023392,            0.058183,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.024811,            0.045428,                   0,             0.89354,             0.90346,             0.95359,             0.66084,            0.022827,            0.056281,                   0,            0.000991,            0.000991,            0.000991
                 275,             0.02395,            0.046192,                   0,             0.90397,             0.90305,             0.95516,             0.66084,            0.022797,            0.055521,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.023776,            0.045249,                   0,             0.90664,             0.89338,             0.95417,             0.66026,            0.023072,            0.057292,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.024032,            0.044488,                   0,             0.90289,             0.89455,             0.95062,             0.65682,             0.02337,            0.059074,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.023999,            0.045332,                   0,             0.88946,             0.90861,             0.95248,             0.65915,            0.023031,            0.057138,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.023855,            0.043431,                   0,              0.8989,             0.89983,             0.95135,             0.66174,             0.02297,            0.057496,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.025088,            0.046756,                   0,             0.89318,              0.9025,             0.95182,             0.65803,            0.023179,            0.056841,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.024214,            0.045571,                   0,             0.88954,             0.91051,             0.95438,             0.66302,            0.022713,            0.054997,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.024601,            0.044743,                   0,             0.90556,             0.89675,             0.95215,             0.65799,            0.023181,            0.057497,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.024443,            0.046124,                   0,             0.90828,              0.8977,             0.95443,             0.66179,            0.022952,            0.056471,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.024411,            0.044779,                   0,             0.89336,             0.91374,             0.95575,             0.66534,            0.022617,            0.055244,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.023833,            0.046151,                   0,             0.89886,             0.90588,             0.95502,             0.66021,            0.022972,            0.055862,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.024413,            0.046395,                   0,             0.91371,             0.89013,             0.95488,              0.6604,            0.022945,            0.056055,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.023944,            0.046556,                   0,             0.91052,             0.88822,             0.95383,             0.66096,            0.022943,            0.056841,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.024234,            0.045075,                   0,             0.90516,             0.88617,             0.95014,             0.65573,            0.023311,            0.059226,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.024072,            0.045253,                   0,             0.90868,             0.88342,             0.95125,             0.65639,            0.023196,            0.059077,                   0,            0.000496,            0.000496,            0.000496
                 290,              0.0243,            0.043331,                   0,             0.90249,             0.88928,             0.95168,             0.65796,            0.023097,            0.058691,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.023782,            0.044558,                   0,             0.89393,             0.89938,             0.95172,             0.65776,            0.023023,            0.058384,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.024158,            0.044685,                   0,             0.90161,             0.89511,             0.95257,             0.66026,             0.02287,              0.0573,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.023264,            0.043647,                   0,             0.90508,             0.89232,             0.95258,             0.66144,            0.022849,            0.057027,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.023573,            0.043984,                   0,             0.90074,             0.89173,             0.95093,             0.66051,             0.02296,            0.057788,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.024221,            0.046407,                   0,             0.89836,             0.89089,             0.94953,              0.6561,            0.023357,            0.059462,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.024013,            0.044709,                   0,             0.89934,             0.89323,             0.95179,             0.65681,            0.023262,            0.058125,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.023673,            0.044814,                   0,             0.89111,             0.90378,             0.95285,             0.65876,             0.02309,            0.057295,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.023757,            0.044949,                   0,             0.89688,             0.89968,             0.95327,             0.65879,            0.023121,            0.057266,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.024138,            0.044108,                   0,             0.90848,             0.88708,             0.95273,             0.65739,             0.02318,            0.057677,                   0,            0.000166,            0.000166,            0.000166
